UACE CD,UZA Name,UZA Population,Total Vehicle Revenue Miles,Total Vehicle Revenue Hours,Total Passenger Miles Traveled,Total Unlinked Passenger Trips,Total Operating Expenses,Fixed Guideway Directional Route Miles,Fixed Guideway Vehicle Revenue Miles,Fixed Guideway Passenger Miles,Fixed Guideway Operating Expenses,Non-Fixed Guideway Vehicle Revenue Miles,Non-Fixed Guideway Passenger Miles,Non-Fixed Guideway Operating Expenses,Fixed Guideway Directional Route Miles >= 7 Years,Fixed Guideway Vehicle Revenue Miles >= 7 Years,High Intensity Bus Directional Route Miles >= 7 Years,High Intensity Bus Vehicle Revenue Miles >= 7 Years
34219,"Grand Forks, ND--MN",68160,610945,59849,1283466,288487,"$4,178,208.00 ",0,0,0,$0.00 ,610945,1283466,"$4,178,208.00 ",0,0,0,0
22069,"Dalton, GA",67830,113123,7593,0,14113,"$403,821.00 ",0,0,0,$0.00 ,113123,0,"$403,821.00 ",0,0,0,0
27261,"El Paso de Robles (Paso Robles)--Atascadero, CA",67804,452622,23596,2043591,184534,"$3,976,356.00 ",0,0,0,$0.00 ,452622,2043591,"$3,976,356.00 ",0,0,0,0
14482,"Casper, WY",67751,429392,33939,0,156000,"$2,468,208.00 ",0,0,0,$0.00 ,429392,0,"$2,468,208.00 ",0,0,0,0
34759,"Great Falls, MT",67097,666012,53198,956123,320621,"$4,234,803.00 ",0,0,0,$0.00 ,666012,956123,"$4,234,803.00 ",0,0,0,0
60490,"Mount Vernon, WA",66825,1984059,107346,5456461,402519,"$15,810,125.00 ",0,0,0,$0.00 ,1984059,5456461,"$15,810,125.00 ",0,0,0,0
20422,"Corvallis, OR",66791,780564,59539,0,769492,"$5,898,964.00 ",0,0,0,$0.00 ,780564,0,"$5,898,964.00 ",0,0,0,0
81631,"Sherman--Denison, TX",66691,531333,17614,2234488,62611,"$1,911,551.00 ",0,0,0,$0.00 ,531333,2234488,"$1,911,551.00 ",0,0,0,0
36703,"Hanford, CA",66638,1229931,56007,5604566,415547,"$5,163,297.00 ",0,0,0,$0.00 ,1229931,5604566,"$5,163,297.00 ",0,0,0,0
19801,"Conway, AR",66619,24132,1584,21574,4022,"$98,764.00 ",0,0,0,$0.00 ,24132,21574,"$98,764.00 ",0,0,0,0
59410,"Morristown, TN",66539,800572,30546,0,57759,"$1,801,266.00 ",0,0,0,$0.00 ,800572,0,"$1,801,266.00 ",0,0,0,0
43885,"Kankakee, IL",66530,859003,58583,3001126,390131,"$6,047,441.00 ",0,0,0,$0.00 ,859003,3001126,"$6,047,441.00 ",0,0,0,0
2062,"Ames, IA",66342,1349377,132065,5971104,3670072,"$11,534,242.00 ",0,0,0,$0.00 ,1349377,5971104,"$11,534,242.00 ",0,0,0,0
90514,"Victoria, TX",65986,575485,36078,1216453,268880,"$2,874,964.00 ",0,0,0,$0.00 ,575485,1216453,"$2,874,964.00 ",0,0,0,0
68887,"Petaluma, CA",65227,399640,31868,972673,255372,"$4,446,334.00 ",0,0,0,$0.00 ,399640,972673,"$4,446,334.00 ",0,0,0,0
5040,"Barceloneta--Florida--Bajadero, PR",65070,325110,35048,373000,126141,"$1,060,539.00 ",0,0,0,$0.00 ,325110,373000,"$1,060,539.00 ",0,0,0,0
43453,"Juana Díaz, PR",65023,109707,10612,268552,89426,"$152,035.00 ",0,0,0,$0.00 ,109707,268552,"$152,035.00 ",0,0,0,0
84859,"Steubenville--Weirton, OH--WV--PA",64981,500060,38322,0,179095,"$2,185,928.00 ",0,0,0,$0.00 ,500060,0,"$2,185,928.00 ",0,0,0,0
22960,"DeKalb, IL",64736,1045338,83369,1590593,646707,"$7,417,850.00 ",0,0,0,$0.00 ,1045338,1590593,"$7,417,850.00 ",0,0,0,0
97561,"Yauco, PR",63885,351754,26348,772741,210070,"$759,679.00 ",0,0,0,$0.00 ,351754,772741,"$759,679.00 ",0,0,0,0
75988,"Rocky Mount, NC",63297,881417,46932,16522,223202,"$3,116,005.00 ",0,0,0,$0.00 ,881417,16522,"$3,116,005.00 ",0,0,0,0
6760,"Beloit, WI--IL",63073,421271,28135,119530,118040,"$2,825,818.00 ",0,0,0,$0.00 ,421271,119530,"$2,825,818.00 ",0,0,0,0
45694,"Kokomo, IN",62576,531433,40807,1068006,259356,"$2,742,481.00 ",0,0,0,$0.00 ,531433,1068006,"$2,742,481.00 ",0,0,0,0
67672,"Parkersburg, WV--OH",62500,483896,37458,0,218337,"$3,118,165.00 ",0,0,0,$0.00 ,483896,0,"$3,118,165.00 ",0,0,0,0
27118,"Elmira, NY",62468,559973,28938,0,246192,"$5,074,604.00 ",0,0,0,$0.00 ,559973,0,"$5,074,604.00 ",0,0,0,0
87787,"Titusville, FL",62459,437221,21853,1511655,220189,"$1,955,771.00 ",0,0,0,$0.00 ,437221,1511655,"$1,955,771.00 ",0,0,0,0
49594,"Lexington Park--California--Chesapeake Ranch Estates, MD",62352,506111,35985,0,153507,"$1,193,988.00 ",0,0,0,$0.00 ,506111,0,"$1,193,988.00 ",0,0,0,0
955,"Albany, OR",62074,193448,13366,0,33302,"$1,600,129.00 ",0,0,0,$0.00 ,193448,0,"$1,600,129.00 ",0,0,0,0
7138,"Benton Harbor--Lincoln--St. Joseph, MI",61888,427214,35591,0,166807,"$2,392,525.00 ",0,0,0,$0.00 ,427214,0,"$2,392,525.00 ",0,0,0,0
78774,"Sandusky--Port Clinton, OH",61743,937063,63445,0,387870,"$3,259,589.00 ",0,0,0,$0.00 ,937063,0,"$3,259,589.00 ",0,0,0,0
14158,"Carson City, NV",61629,351624,22438,701220,178777,"$1,991,909.00 ",0,0,0,$0.00 ,351624,701220,"$1,991,909.00 ",0,0,0,0
4951,"Bangor, ME",61539,701913,50364,0,404848,"$3,703,378.00 ",0,0,0,$0.00 ,701913,0,"$3,703,378.00 ",0,0,0,0
43291,"Johnstown, PA",61521,778290,67616,2066892,641222,"$8,314,166.00 ",0,0,0,"$395,398.00 ",778290,2066892,"$7,918,768.00 ",0.2,0,0,0
56899,"Middletown, NY",61516,383182,23858,3122462,174645,"$5,198,980.00 ",10,161199,3122462,"$3,463,839.00 ",221983,0,"$1,735,141.00 ",10.1,161199,0,0
96994,"Woodland, CA",61133,515824,28336,2273566,196091,"$3,937,432.00 ",0,0,0,$0.00 ,515824,2273566,"$3,937,432.00 ",0,0,0,0
19126,"Columbus, IN",60982,323632,29412,0,168618,"$2,305,231.00 ",0,0,0,$0.00 ,323632,0,"$2,305,231.00 ",0,0,0,0
49339,"Lewiston, ME",60743,334698,24633,109608,222721,"$2,977,520.00 ",0,0,0,$0.00 ,334698,109608,"$2,977,520.00 ",0,0,0,0
22690,"Decatur, AL",60458,172889,12147,297735,56778,"$955,179.00 ",0,0,0,$0.00 ,172889,297735,"$955,179.00 ",0,0,0,0
53848,"Manhattan, KS",60454,327373,29812,0,126195,"$1,848,670.00 ",0,0,0,$0.00 ,327373,0,"$1,848,670.00 ",0,0,0,0
76204,"Rome, GA",60403,384663,24624,793199,165010,"$3,077,094.00 ",0,0,0,$0.00 ,384663,793199,"$3,077,094.00 ",0,0,0,0
84088,"Spring Hill, TN",60309,89457,4940,0,7783,"$361,587.00 ",0,0,0,$0.00 ,89457,0,"$361,587.00 ",0,0,0,0
53983,"Mankato, MN",60206,527714,40334,0,381288,"$4,716,621.00 ",0,0,0,$0.00 ,527714,0,"$4,716,621.00 ",0,0,0,0
40213,"Hot Springs, AR",59133,212718,17768,0,101806,"$1,758,058.00 ",0,0,0,$0.00 ,212718,0,"$1,758,058.00 ",0,0,0,0
41914,"Ithaca, NY",59102,1313618,93015,8719610,1943001,"$12,675,614.00 ",0,0,0,$0.00 ,1313618,8719610,"$12,675,614.00 ",0,0,0,0
9514,"Bozeman, MT",59080,422896,31697,0,139741,"$2,341,514.00 ",0,0,0,$0.00 ,422896,0,"$2,341,514.00 ",0,0,0,0
84630,"Staunton--Waynesboro, VA",59065,327659,22897,0,132192,"$1,335,732.00 ",0,0,0,$0.00 ,327659,0,"$1,335,732.00 ",0,0,0,0
46747,"Lake Havasu City, AZ",59017,83354,9292,0,98961,"$891,422.00 ",0,0,0,$0.00 ,83354,0,"$891,422.00 ",0,0,0,0
89245,"Twin Falls, ID",58808,18573,2475,0,3862,"$191,406.00 ",0,0,0,$0.00 ,18573,0,"$191,406.00 ",0,0,0,0
32113,"Gadsden, AL",57975,197244,15888,0,63912,"$910,748.00 ",0,0,0,$0.00 ,197244,0,"$910,748.00 ",0,0,0,0
43615,"Kahului--Wailuku, HI",57905,1978914,130869,9298782,982927,"$15,395,739.00 ",0,0,0,$0.00 ,1978914,9298782,"$15,395,739.00 ",0,0,0,0
54477,"Maricopa, AZ",57771,35851,2483,0,18443,"$318,828.00 ",0,0,0,$0.00 ,35851,0,"$318,828.00 ",0,0,0,0
94726,"Wheeling, WV--OH",57695,776647,56569,979282,277912,"$4,286,723.00 ",0,0,0,$0.00 ,776647,979282,"$4,286,723.00 ",0,0,0,0
6139,"Beckley, WV",57468,221962,16603,0,57860,"$1,183,362.00 ",0,0,0,$0.00 ,221962,0,"$1,183,362.00 ",0,0,0,0
58357,"Monroe, MI",57260,405974,33172,623417,170152,"$4,192,389.00 ",0,0,0,$0.00 ,405974,623417,"$4,192,389.00 ",0,0,0,0
79147,"San Luis Obispo, CA",56904,1181037,57878,8217515,740931,"$7,102,309.00 ",0,0,0,$0.00 ,1181037,8217515,"$7,102,309.00 ",0,0,0,0
88300,"Traverse City--Garfield, MI",56890,848499,57086,0,143810,"$4,440,019.00 ",0,0,0,$0.00 ,848499,0,"$4,440,019.00 ",0,0,0,0
36784,"Hanover, PA",56712,347277,18382,437157,58264,"$1,361,780.00 ",0,0,0,$0.00 ,347277,437157,"$1,361,780.00 ",0,0,0,0
46801,"Lake Jackson, TX",56054,406870,20345,0,96111,"$2,486,410.00 ",0,0,0,$0.00 ,406870,0,"$2,486,410.00 ",0,0,0,0
34516,"Grants Pass, OR",55724,258311,22054,0,92066,"$1,840,339.00 ",0,0,0,$0.00 ,258311,0,"$1,840,339.00 ",0,0,0,0
13537,"Cape Girardeau, MO--IL",55546,817481,54477,0,197484,"$2,297,934.00 ",0,0,0,$0.00 ,817481,0,"$2,297,934.00 ",0,0,0,0
95455,"Williamsport, PA",55344,1081964,57854,3642542,689628,"$8,895,596.00 ",0,0,0,$0.00 ,1081964,3642542,"$8,895,596.00 ",0,0,0,0
98182,"Zephyrhills, FL",55133,168283,9083,355428,46281,"$838,513.00 ",0,0,0,$0.00 ,168283,355428,"$838,513.00 ",0,0,0,0
34246,"Grand Island, NE",55099,124774,16256,0,43080,"$982,795.00 ",0,0,0,$0.00 ,124774,0,"$982,795.00 ",0,0,0,0
49312,"Lewiston, ID--WA",54798,454266,26135,0,104993,"$2,494,444.00 ",0,0,0,$0.00 ,454266,0,"$2,494,444.00 ",0,0,0,0
30223,"Fond du Lac, WI",54731,237158,20021,0,120525,"$1,979,346.00 ",0,0,0,$0.00 ,237158,0,"$1,979,346.00 ",0,0,0,0
33814,"Goldsboro, NC",54456,372525,23386,0,145372,"$1,547,756.00 ",0,0,0,$0.00 ,372525,0,"$1,547,756.00 ",0,0,0,0
11431,"Bullhead City, AZ--NV",54396,441122,26768,0,200154,"$2,472,209.00 ",0,0,0,$0.00 ,441122,0,"$2,472,209.00 ",0,0,0,0
51040,"Lompoc, CA",54287,451947,31569,2169638,144899,"$2,914,831.00 ",0,0,0,$0.00 ,451947,2169638,"$2,914,831.00 ",0,0,0,0
81901,"Sierra Vista, AZ",54274,111680,10169,0,70077,"$863,553.00 ",0,0,0,$0.00 ,111680,0,"$863,553.00 ",0,0,0,0
25498,"Eagle Pass, TX",54083,408677,24878,0,68539,"$1,704,367.00 ",0,0,0,$0.00 ,408677,0,"$1,704,367.00 ",0,0,0,0
92459,"Wasilla--Knik-Fairview--North Lakes, AK",53444,448196,17740,363674,26832,"$2,649,920.00 ",20,31096,363674,"$1,206,448.00 ",417100,0,"$1,443,472.00 ",20.4,31096,0,0
51499,"Los Lunas, NM",53365,264795,14973,209711,25093,"$1,764,860.00 ",0,0,0,$0.00 ,264795,209711,"$1,764,860.00 ",0,0,0,0
70480,"Poinciana, FL",53267,395379,27842,1057962,181727,"$2,178,070.00 ",0,0,0,$0.00 ,395379,1057962,"$2,178,070.00 ",0,0,0,0
39133,"Hinesville, GA",53107,140767,10665,0,18353,"$990,969.00 ",0,0,0,$0.00 ,140767,0,"$990,969.00 ",0,0,0,0
38161,"Helena, MT",52380,166101,15904,0,33345,"$1,510,735.00 ",0,0,0,$0.00 ,166101,0,"$1,510,735.00 ",0,0,0,0
56980,"Midland, MI",52340,461548,26126,139726,93660,"$2,337,379.00 ",0,0,0,$0.00 ,461548,139726,"$2,337,379.00 ",0,0,0,0
35866,"Guayama, PR",52290,365768,27697,832369,217247,"$366,669.00 ",0,0,0,$0.00 ,365768,832369,"$366,669.00 ",0,0,0,0
17426,"Clayton, NC",51898,14991,866,0,1158,"$39,804.00 ",0,0,0,$0.00 ,14991,0,"$39,804.00 ",0,0,0,0
90095,"Valparaiso--Shorewood Forest, IN",51867,357482,23838,0,111503,"$2,134,861.00 ",0,0,0,$0.00 ,357482,0,"$2,134,861.00 ",0,0,0,0
92674,"Watertown, NY",51832,133773,11739,0,77076,"$1,358,020.00 ",0,0,0,$0.00 ,133773,0,"$1,358,020.00 ",0,0,0,0
29278,"Farmington, NM",51763,329531,22584,145294,65951,"$1,394,609.00 ",0,0,0,$0.00 ,329531,145294,"$1,394,609.00 ",0,0,0,0
67812,"Pascagoula--Gautier, MS",51454,122172,3637,528446,11620,"$182,088.00 ",0,0,0,$0.00 ,122172,528446,"$182,088.00 ",0,0,0,0
57655,"Minot, ND",50925,404655,38266,0,122865,"$2,880,826.00 ",0,0,0,$0.00 ,404655,0,"$2,880,826.00 ",0,0,0,0
3196,"Arroyo Grande--Grover Beach--Pismo Beach, CA",50885,656376,28591,4083184,247369,"$4,838,685.00 ",0,0,0,$0.00 ,656376,4083184,"$4,838,685.00 ",0,0,0,0
37945,"Hazleton, PA",50860,373848,29091,0,128315,"$2,879,238.00 ",0,0,0,$0.00 ,373848,0,"$2,879,238.00 ",0,0,0,0
66781,"Paducah, KY--IL",50833,612553,38352,0,143457,"$2,569,250.00 ",0,0,0,$0.00 ,612553,0,"$2,569,250.00 ",0,0,0,0
29608,"Fernandina Beach--Yulee, FL",50805,184407,13224,0,22761,"$621,137.00 ",0,0,0,$0.00 ,184407,0,"$621,137.00 ",0,0,0,0
42967,"Jefferson City, MO",50775,514430,35310,36878,211295,"$3,276,354.00 ",0,0,0,$0.00 ,514430,36878,"$3,276,354.00 ",0,0,0,0
69778,"Pittsfield, MA",50720,681750,41405,1274614,273858,"$5,302,671.00 ",0,0,0,$0.00 ,681750,1274614,"$5,302,671.00 ",0,0,0,0
69517,"Pinehurst--Southern Pines, NC",50319,116370,5883,0,9046,"$308,989.00 ",0,0,0,$0.00 ,116370,0,"$308,989.00 ",0,0,0,0
45262,"Kingston, NY",50254,559164,33132,690673,161584,"$4,152,678.00 ",0,0,0,$0.00 ,559164,690673,"$4,152,678.00 ",0,0,0,0
27631,"Enid, OK",50194,175381,13503,0,38411,"$600,352.00 ",0,0,0,$0.00 ,175381,0,"$600,352.00 ",0,0,0,0
15184,"Chambersburg, PA",50094,385680,19478,432352,39130,"$1,139,784.00 ",0,0,0,$0.00 ,385680,432352,"$1,139,784.00 ",0,0,0,0
91405,"Walla Walla, WA--OR",50013,473882,34556,0,327185,"$5,429,746.00 ",0,0,0,$0.00 ,473882,0,"$5,429,746.00 ",0,0,0,0
